HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,Over25,BTTS,Result
Charlton,Oxford,1,0,2.05,3.4,3.5,13,12,4,1,5,6,0,0,2
Las Palmas,Cultural Leonesa,4,0,1.56,3.6,6.5,10,13,4,3,4,4,1,0,2
Watford,Stoke,1,0,2.01,3.2,3.2,10,7,5,1,7,5,0,0,2
Sheffield United,Birmingham,3,0,2.25,3.5,2.95,20,7,9,1,8,4,1,0,2
Derby,Portsmouth,1,1,1.96,3.2,4.0,12,4,6,1,6,4,0,1,1
Hull,West Brom,1,0,2.75,3.4,2.4,10,13,1,1,8,3,0,0,2
Ipswich,Sheffield Weds,3,1,1.19,6.0,12.0,20,11,8,3,5,3,1,1,2
Gil Vicente,Rio Ave,2,2,1.68,3.5,5.0,23,3,5,2,10,1,1,1,1
Bochum,Karlsruhe,2,2,1.73,4.0,4.33,11,11,4,6,3,3,1,1,1
Stevenage,Burton,2,2,1.79,3.3,4.33,14,12,4,4,5,2,1,1,1
Levante,Sociedad,1,1,3.4,3.4,2.15,13,18,3,6,7,10,0,1,1
Oviedo,Celta,0,0,3.6,3.4,2.05,10,6,3,2,4,3,0,0,1
Westerlo,RAAL La Louviere,2,1,1.73,3.6,4.2,14,14,4,3,4,5,1,1,2
St. Gilloise,Waregem,2,0,1.25,5.0,9.5,8,9,5,0,5,3,0,0,2
Osasuna,Alaves,3,0,2.2,3.0,3.7,16,7,7,3,9,0,1,0,2
Real Madrid,Sevilla,2,0,1.2,7.0,12.0,18,14,8,5,6,5,0,0,2
Wycombe,Bolton,2,1,2.65,3.3,2.45,9,15,3,1,5,7,1,1,2
Rotherham,Huddersfield,1,3,3.3,3.4,2.05,4,9,1,6,5,4,1,1,0
Port Vale,Peterboro,0,1,2.2,3.4,3.05,12,13,2,6,8,5,0,0,0
NAC Breda,Telstar,0,1,1.85,3.9,3.9,11,11,2,4,8,3,0,0,0
Nijmegen,Ajax,2,2,2.3,4.0,2.63,15,19,6,8,1,7,1,1,1
Monza,Carrarese,4,1,1.56,3.75,5.75,15,9,12,4,5,8,1,1,2
Padova,Sampdoria,1,1,2.7,2.95,2.7,12,12,2,5,2,5,0,1,1
Avellino,Palermo,2,2,4.33,3.6,1.76,12,14,9,3,4,4,1,1,1
Pescara,Reggiana,2,1,2.55,3.2,2.7,19,8,10,4,8,5,1,1,2
Mansfield,Stockport,1,2,3.3,3.4,2.01,18,9,3,6,5,0,1,1,0
Excelsior,Zwolle,2,1,2.15,3.6,3.2,13,9,4,3,3,1,1,1,2
Heracles,Heerenveen,0,3,3.3,3.8,2.05,8,15,2,8,4,4,1,0,0
Lincoln,Cardiff,2,1,2.5,3.25,2.65,18,11,7,4,4,3,1,1,2
Leyton Orient,Bradford,2,1,2.4,3.3,2.7,14,18,5,8,2,10,1,1,2
Exeter,Barnsley,3,0,3.2,3.5,2.1,16,9,7,1,6,3,1,0,2
Doncaster,Plymouth,1,5,1.86,3.6,3.75,12,14,4,7,15,4,1,1,0
Lazio,Cremonese,0,0,1.62,3.8,5.75,8,9,2,2,3,0,0,0,1
Juventus,Roma,2,1,1.95,3.2,4.33,13,14,9,5,2,4,1,1,2
Dender,Standard,0,1,2.6,3.1,2.6,10,8,4,4,5,4,0,0,0
Modena,Venezia,1,2,2.25,3.2,3.2,10,18,2,8,5,5,1,1,0
Stuttgart,Hoffenheim,0,0,2.0,3.8,3.4,10,4,3,1,4,2,0,0,1
Hamburg,Ein Frankfurt,1,1,2.6,3.6,2.55,9,9,3,3,5,5,0,1,1
Fortuna Dusseldorf,Greuther Furth,2,1,1.91,3.6,3.9,15,10,7,3,6,4,1,1,2
Kaiserslautern,Magdeburg,2,3,2.15,3.75,3.0,15,20,4,10,4,4,1,1,0
Holstein Kiel,Dresden,2,1,1.91,3.75,3.75,12,19,4,8,7,9,1,1,2
Lazio,Cremonese,0,0,1.62,3.8,5.75,8,9,2,2,3,0,0,0,1
Dundee United,Hibernian,1,1,3.5,3.5,2.01,12,23,2,5,5,7,0,1,1
Juventus,Roma,2,1,1.95,3.2,4.33,13,14,9,5,2,4,1,1,2
Kilmarnock,Falkirk,0,1,2.55,3.3,2.65,15,10,3,4,2,2,0,0,0
Motherwell,Dundee,1,0,1.42,4.75,6.0,16,5,7,2,2,3,0,0,2
Augsburg,Werder Bremen,0,0,2.25,3.5,3.1,14,9,6,0,6,11,0,0,1
FC Koln,Union Berlin,0,1,2.3,3.3,3.1,13,11,2,3,3,6,0,0,0
St Mirren,Livingston,1,0,1.81,3.6,4.33,16,5,4,1,7,4,0,0,2
Frosinone,Spezia,2,1,1.76,3.6,4.2,22,16,8,6,5,10,1,1,2
Wigan,Blackpool,0,2,1.86,3.2,4.0,22,8,3,3,6,1,0,0,0
RB Leipzig,Leverkusen,1,3,2.1,3.8,3.2,19,15,7,8,2,8,1,1,0
Wolfsburg,Freiburg,3,4,2.5,3.6,2.75,13,15,6,8,2,6,1,1,0
Watford,Portsmouth,1,1,1.68,3.75,4.75,15,10,4,2,8,7,0,1,1
Southampton,Sheffield United,1,0,2.25,3.8,2.65,15,16,3,4,6,7,0,0,2
AZ Alkmaar,Excelsior,1,1,1.3,6.0,8.5,13,8,4,2,4,5,0,1,1
Stoke,Middlesbrough,1,2,3.0,3.3,2.3,10,16,4,7,5,4,1,1,0
Arouca,Nacional,3,0,2.25,3.4,3.0,10,15,7,5,4,1,1,0,2
Alverca,Santa Clara,1,1,2.82,2.75,2.7,7,16,1,3,5,2,0,1,1
Las Palmas,Castellon,1,1,2.45,3.2,2.7,10,15,3,6,4,4,0,1,1
RB Leipzig,Dortmund,2,2,2.15,3.8,3.1,13,11,3,5,6,2,1,1,1
Huesca,Mirandes,1,2,1.96,3.0,4.33,20,12,7,6,9,4,1,1,0
Juventus,Como,0,2,2.0,3.4,3.7,11,11,3,2,7,2,0,0,0
Leganes,Cultural Leonesa,1,1,1.68,3.5,5.0,11,11,1,2,7,0,0,1,1
Almeria,Cordoba,2,1,2.01,3.5,3.3,14,12,4,5,6,6,1,1,2
Sp Braga,Guimaraes,3,2,1.53,3.75,6.0,7,9,7,4,0,2,1,1,2
Plymouth,Cardiff,5,2,2.85,3.6,2.2,16,18,9,6,3,8,1,1,2
Lecce,Inter,0,2,7.0,4.33,1.48,3,24,0,9,2,10,0,0,0
Union Berlin,Leverkusen,1,0,3.0,3.3,2.38,8,16,4,1,4,5,0,0,2
FC Koln,Hoffenheim,2,2,3.3,3.8,2.05,9,18,4,6,3,10,1,1,1
La Coruna,Eibar,1,0,1.86,3.25,4.33,15,14,5,2,6,3,0,0,2
Rotherham,Doncaster,1,2,2.57,3.3,2.55,9,10,2,3,2,3,1,1,0
Benfica,AVS,3,0,1.08,10.0,21.0,22,3,9,0,10,1,1,0,2
Moreirense,Sp Lisbon,0,3,11.0,5.0,1.27,6,15,2,8,1,8,1,0,0
Bayern Munich,Ein Frankfurt,3,2,1.14,9.5,13.0,24,9,11,3,8,2,1,1,2
Cagliari,Lazio,0,0,3.4,3.0,2.35,11,10,2,3,3,6,0,0,1
Wolfsburg,Augsburg,2,3,2.05,3.4,3.75,10,15,4,6,4,10,1,1,0
Hearts,Falkirk,1,0,1.62,3.6,5.5,17,8,4,2,8,4,0,0,2
Club Brugge,Oud-Heverlee Leuven,2,1,1.4,4.33,7.0,22,12,10,3,12,4,1,1,2
Lecce,Inter,0,2,7.0,4.33,1.48,3,24,0,9,2,10,0,0,0
Cagliari,Lazio,0,0,3.4,3.0,2.35,11,10,2,3,3,6,0,0,1
Dundee United,Kilmarnock,1,1,1.96,3.6,3.7,12,8,4,2,6,3,0,1,1
Middlesbrough,Oxford,0,0,1.39,4.33,7.5,24,13,7,2,9,5,0,0,1
Millwall,Portsmouth,1,3,1.81,3.5,4.2,6,15,3,8,6,4,1,1,0
Norwich,Birmingham,1,2,2.5,3.4,2.65,18,9,9,5,6,5,1,1,0
Southampton,Charlton,1,1,1.53,4.2,5.5,23,6,8,3,10,1,0,1,1
Watford,Derby,2,0,2.1,3.3,3.4,18,5,8,1,2,2,0,0,2
Darmstadt,Fortuna Dusseldorf,2,1,1.91,3.6,3.75,14,18,4,9,4,11,1,1,2
Elversberg,Braunschweig,3,1,1.57,3.9,5.75,12,7,4,4,4,0,1,1,2
Wrexham,Ipswich,5,3,3.3,3.3,2.15,17,13,10,6,5,2,1,1,2
Ath Madrid,Espanol,4,2,1.5,4.1,7.0,18,8,9,2,5,3,1,1,2
Osasuna,Real Madrid,2,1,4.75,4.0,1.7,13,15,2,5,3,7,1,1,2
Betis,Vallecano,1,1,1.9,3.4,4.33,14,12,3,3,3,5,0,1,1
Sociedad,Oviedo,3,3,1.48,3.9,7.5,15,14,8,6,7,6,1,1,1
Man City,Newcastle,2,1,1.45,5.0,5.5,15,13,7,7,5,5,1,1,2
West Ham,Bournemouth,0,0,2.5,3.7,2.63,20,10,3,5,9,5,0,0,1
Chelsea,Burnley,1,1,1.22,6.5,12.0,12,12,2,4,9,5,0,1,1
Brentford,Brighton,0,2,2.0,3.7,3.5,13,11,3,7,6,4,0,0,0
Juventus,Como,0,2,2.0,3.4,3.7,11,11,3,2,7,2,0,0,0
Aston Villa,Leeds,1,1,1.85,3.6,4.33,16,14,4,4,7,2,0,1,1
West Brom,Coventry,0,2,3.5,3.5,2.01,11,10,1,3,3,2,0,0,0
Stoke,Leicester,2,2,2.15,3.3,3.3,11,15,3,5,7,4,1,1,1
St Mirren,Motherwell,0,5,3.0,3.2,2.35,11,17,5,6,4,7,1,0,0
Aberdeen,Dundee,2,3,1.86,3.5,4.0,11,23,4,7,2,9,1,1,0
Carrarese,Monza,0,1,3.6,3.3,2.01,10,9,4,2,4,7,0,0,0
Cesena,Spezia,2,3,2.15,3.1,3.5,22,9,8,6,7,0,1,1,0
Virtus Entella,Catanzaro,1,3,2.45,3.1,2.85,16,12,3,5,5,3,1,1,0
Venezia,Pescara,3,2,1.33,4.75,8.0,18,16,10,4,6,7,1,1,2
Palermo,Sudtirol,3,0,1.68,3.6,4.75,14,14,8,3,5,3,1,0,2
Padova,Bari,1,1,2.25,3.0,3.4,9,17,5,4,9,3,0,1,1
Reims,Amiens,0,0,1.42,4.5,6.5,18,13,4,2,8,3,0,0,1
Troyes,Pau FC,4,3,1.85,3.5,3.7,22,11,8,5,5,2,1,1,2
St Etienne,Laval,2,1,1.55,3.5,5.25,19,6,4,2,10,2,1,1,2
Paris SG,Metz,3,0,1.14,9.0,13.0,17,3,7,0,4,1,1,0,2
Toulouse,Paris FC,1,1,1.85,3.4,4.5,23,5,10,2,12,3,0,1,1
Lens,Monaco,2,3,1.65,4.33,4.75,18,10,7,5,7,2,1,1,0
PSV Eindhoven,Heerenveen,3,1,1.36,5.5,7.0,29,14,7,4,9,3,1,1,2
NAC Breda,Volendam,1,0,1.57,4.0,6.0,17,8,3,1,6,3,0,0,2
Dender,St Truiden,1,4,3.2,3.4,2.05,11,14,4,4,4,9,1,1,0
Ajax,Nijmegen,1,1,1.75,4.33,4.0,9,18,4,9,6,7,0,1,1
Hull,QPR,1,3,2.25,3.3,3.1,14,12,4,8,8,4,1,1,0
Swansea,Bristol City,1,0,2.1,3.4,3.3,8,12,3,2,3,5,0,0,2
Karlsruhe,Holstein Kiel,3,1,2.63,3.4,2.55,14,15,7,4,3,4,1,1,2
Mantova,Sampdoria,2,1,3.0,2.75,2.65,11,13,5,3,6,5,1,1,2
Schalke 04,Magdeburg,5,3,2.2,3.4,3.1,22,15,13,4,4,2,1,1,2
Peterboro,Exeter,3,3,2.15,3.4,3.0,16,10,8,4,6,1,1,1,1
Wycombe,Stevenage,3,1,1.86,3.25,4.33,8,11,5,3,6,4,1,1,2
Bolton,Blackpool,2,2,1.49,4.0,6.0,20,14,6,3,15,5,1,1,1
Northampton,Leyton Orient,1,2,3.0,3.25,2.3,15,9,3,6,7,4,1,1,0
Huddersfield,Barnsley,2,1,1.71,3.75,4.33,15,10,4,3,10,7,1,1,2
AFC Wimbledon,Bradford,3,1,3.1,3.25,2.25,10,6,5,3,3,2,1,1,2
Port Vale,Reading,1,1,2.82,3.3,2.32,13,10,6,2,9,3,0,1,1
Stockport,Wigan,4,2,1.57,3.7,5.5,22,8,9,4,6,1,1,1,2
Mansfield,Lincoln,0,2,3.5,3.3,2.05,11,13,1,4,2,4,0,0,0
St. Gilloise,Antwerp,2,1,1.42,4.0,7.5,21,4,6,2,10,1,1,1,2
Luton,Burton,1,1,1.76,3.6,4.33,5,7,2,1,1,6,0,1,1
Espanol,Getafe,1,2,2.35,3.0,3.4,15,10,5,5,12,9,1,1,0
St Etienne,Annecy,4,0,1.7,3.4,4.33,16,3,6,2,6,2,1,0,2
Charlton,Norwich,0,1,3.4,3.3,2.1,13,17,2,5,7,7,0,0,0
Juventus,Sassuolo,1,1,1.33,5.25,9.0,18,7,8,1,9,4,0,1,1
Milan,Torino,3,2,1.4,4.75,7.5,15,19,6,7,4,6,1,1,2
Elche,Mallorca,2,1,2.1,3.3,3.6,13,11,4,4,2,2,1,1,2
For Sittard,Twente,1,2,5.25,4.2,1.6,11,9,5,2,7,6,1,1,0
Nurnberg,Kaiserslautern,3,0,2.15,3.6,3.1,21,6,5,2,11,1,1,0,2
Paderborn,Dresden,2,1,1.75,3.75,4.33,22,16,4,8,4,5,1,1,2
Hull,Sheffield Weds,3,1,1.3,5.0,8.5,9,7,5,3,4,4,1,1,2
QPR,Portsmouth,6,1,2.75,3.1,2.5,9,20,8,7,1,9,1,1,2
Sheffield United,Wrexham,1,2,1.91,3.4,3.9,20,10,7,4,8,5,1,1,0
Levante,Oviedo,4,2,2.2,3.3,3.4,20,10,8,2,3,1,1,1,2
Osasuna,Girona,1,0,2.15,3.4,3.4,19,5,11,0,6,2,0,0,2
Elversberg,Bielefeld,3,1,1.91,3.8,3.6,28,4,10,2,9,1,1,1,2
Southampton,Oxford,2,0,1.51,4.0,6.0,20,9,7,1,6,4,0,0,2
Darmstadt,Schalke 04,1,1,2.6,3.4,2.6,10,16,4,7,11,5,0,1,1
Troyes,Dunkerque,5,1,1.83,3.3,3.75,18,8,8,3,6,3,1,1,2
Benfica,Guimaraes,3,0,1.27,5.25,9.5,12,16,4,2,4,8,1,0,2
Guingamp,Reims,0,2,2.63,3.2,2.38,16,11,5,4,6,6,0,0,0
Nice,Paris SG,0,4,8.0,5.5,1.36,6,17,1,10,2,5,1,0,0
Cadiz,Malaga,0,3,2.75,3.1,2.55,7,20,1,6,4,2,1,0,0
Ipswich,Millwall,1,1,1.66,3.8,4.75,17,13,4,3,9,8,0,1,1
La Coruna,Zaragoza,2,1,1.57,3.6,5.75,15,10,4,4,7,1,1,1,2
Derby,Birmingham,1,0,2.7,3.25,2.5,17,3,6,0,6,2,0,0,2
Sparta Rotterdam,Volendam,2,0,1.5,4.75,5.75,16,8,9,3,3,7,0,0,2
Zwolle,NAC Breda,2,1,2.2,3.5,3.2,8,20,2,6,2,5,1,1,2
Blackburn,Middlesbrough,0,0,4.1,3.6,1.81,5,12,1,3,3,11,0,0,1
Bristol City,West Brom,0,1,2.4,3.3,2.75,4,19,1,6,5,4,0,0,0
Leeds,Brentford,0,0,2.45,3.5,2.88,14,6,4,2,6,2,0,0,1
Fulham,Burnley,3,1,1.53,4.1,6.25,22,9,6,5,6,6,1,1,2
Brighton,Liverpool,2,1,3.1,3.5,2.2,16,12,7,5,4,8,1,1,2
Cesena,Catanzaro,3,1,2.32,3.4,2.75,18,16,6,3,7,5,1,1,2
Tondela,AVS,0,0,1.86,3.4,4.1,14,9,3,2,7,6,0,0,1
Santa Clara,Gil Vicente,1,0,2.57,3.1,2.7,7,8,2,0,6,6,0,0,2
Watford,Leicester,0,0,1.96,3.6,3.5,6,15,2,5,7,4,0,0,1
Moreirense,Arouca,0,1,2.35,3.2,3.0,7,14,2,2,3,7,0,0,0
Famalicao,Nacional,1,0,1.66,3.6,5.0,14,10,4,6,7,6,0,0,2
Everton,Chelsea,3,0,3.5,3.4,2.1,10,12,9,4,3,9,1,0,2
Parma,Cremonese,0,2,2.05,3.2,4.0,8,7,1,4,3,1,0,0,0
Bayern Munich,Union Berlin,4,0,1.17,8.0,13.0,31,5,9,1,12,1,1,0,2
Sevilla,Valencia,0,2,2.3,3.2,3.3,13,9,2,4,1,3,0,0,0
Leyton Orient,Wycombe,2,0,3.2,3.3,2.15,13,5,3,2,8,7,0,0,2
Parma,Cremonese,0,2,2.05,3.2,4.0,8,7,1,4,3,1,0,0,0
Milan,Torino,3,2,1.4,4.75,7.5,15,19,6,7,4,6,1,1,2
Auxerre,Brest,3,0,2.38,3.1,3.25,11,9,7,2,6,3,1,0,2
Burton,Bradford,2,1,2.82,3.3,2.32,10,11,5,4,3,8,1,1,2
Barnsley,Doncaster,0,1,2.2,3.5,2.85,17,9,3,2,4,2,0,0,0
Lincoln,Rotherham,3,0,1.35,4.75,7.0,16,5,6,0,7,4,1,0,2
AFC Wimbledon,Peterboro,1,1,2.1,3.4,3.2,24,10,8,6,11,2,0,1,1
Cardiff,Blackpool,0,0,1.33,4.75,7.5,26,6,5,1,11,2,0,0,1
Falkirk,St Mirren,1,2,1.81,3.5,4.2,11,11,2,4,7,4,1,1,0
Leganes,Ceuta,5,2,1.79,3.4,4.5,21,14,8,5,4,7,1,1,2
Santander,Albacete,0,4,1.79,3.7,4.1,17,12,5,5,6,5,1,0,0
Andorra,Eibar,0,1,2.3,3.1,3.2,14,5,3,2,5,4,0,0,0
Juve Stabia,Spezia,3,1,2.25,3.0,3.4,20,8,8,2,3,2,1,1,2
Luton,Stockport,1,1,2.5,3.3,2.57,13,10,5,2,8,6,0,1,1
Mansfield,Northampton,4,1,1.66,3.6,4.75,17,11,9,4,3,3,1,1,2
Juventus,Sassuolo,1,1,1.33,5.25,9.0,18,7,8,1,9,4,0,1,1
Toulouse,Lorient,1,0,1.95,3.1,4.5,12,7,4,2,1,4,0,0,2
Swansea,Coventry,0,3,3.1,3.5,2.1,11,14,2,7,2,7,1,0,0
Kilmarnock,Livingston,2,0,1.86,3.6,3.75,17,10,4,1,3,4,0,0,2
Motherwell,Hibernian,0,0,1.81,3.6,4.0,7,7,3,1,2,4,0,0,1
Wigan,Exeter,2,0,1.96,3.0,4.1,8,7,4,2,3,4,0,0,2
FC Koln,M'gladbach,3,3,2.25,3.5,3.1,12,9,5,3,5,3,1,1,1
Stevenage,Reading,1,0,1.86,3.2,4.2,14,4,4,1,4,2,0,0,2
Port Vale,Bolton,1,0,5.25,4.1,1.51,11,8,2,2,2,5,0,0,2
Hearts,Dundee,1,0,1.39,4.75,6.5,15,8,6,1,4,7,0,0,2
Heidenheim,Leverkusen,3,3,5.25,4.5,1.57,9,14,5,5,2,5,1,1,1
Wolfsburg,Werder Bremen,0,1,2.35,3.6,2.8,11,8,4,3,8,4,0,0,0
Dortmund,Hamburg,3,2,1.4,5.0,7.0,24,4,8,4,11,3,1,1,2
Modena,Mantova,2,1,1.66,3.6,5.0,9,8,4,2,1,4,1,1,2
Monza,Venezia,1,1,2.7,3.0,2.7,18,8,2,2,10,1,0,1,1
Rangers,Aberdeen,4,1,1.25,5.75,9.0,18,6,7,1,2,4,1,1,2
Padova,Palermo,0,1,4.75,3.6,1.71,14,11,2,1,9,4,0,0,0
Plymouth,Huddersfield,3,1,2.1,3.3,3.2,17,13,9,5,5,3,1,1,2
Bristol City,Oxford,1,3,1.56,4.2,5.25,12,18,2,6,8,5,1,1,0
Albacete,Valladolid,2,0,2.85,3.5,2.25,19,15,8,5,2,6,0,0,2
Leverkusen,M'gladbach,1,1,1.57,5.0,4.5,13,13,9,7,3,4,0,1,1
Dortmund,Wolfsburg,1,0,1.5,5.0,5.5,12,10,4,1,9,3,0,0,2
Ceuta,Zaragoza,1,0,2.5,3.25,2.75,7,12,3,3,6,5,0,0,2
Cremonese,Parma,0,0,2.55,3.2,2.88,3,15,1,3,3,3,0,0,1
Inter,Sassuolo,2,1,1.29,5.5,12.0,20,9,6,5,7,3,1,1,2
Elche,Oviedo,1,0,1.91,3.2,4.5,15,12,5,4,3,3,0,0,2
Mallorca,Ath Madrid,1,1,5.0,3.6,1.75,8,12,3,7,3,6,0,1,1
Fiorentina,Como,1,2,2.6,3.2,2.8,8,19,1,7,2,6,1,1,0
Lazio,Roma,0,1,2.8,3.1,2.63,10,13,2,6,3,6,0,0,0
Vallecano,Celta,1,1,2.3,3.3,3.2,15,9,5,5,5,7,0,1,1
Cordoba,Santander,2,2,2.2,3.4,3.1,24,9,5,6,12,1,1,1,1
Malaga,Cadiz,0,1,2.5,3.2,2.75,17,7,5,3,5,2,0,0,0
Eibar,Sociedad B,2,1,1.57,3.75,5.75,12,16,5,4,2,3,1,1,2
Inter,Sassuolo,2,1,1.29,5.5,12.0,20,9,6,5,7,3,1,1,2
Torino,Atalanta,0,3,3.25,3.4,2.2,11,9,5,5,1,0,1,0,0
Bournemouth,Newcastle,0,0,2.5,3.5,2.7,11,4,2,1,5,2,0,0,1
Monaco,Metz,5,2,1.27,6.0,10.0,16,8,6,3,4,5,1,1,2
Westerlo,Standard,0,2,1.85,3.6,3.9,17,6,4,3,7,1,0,0,0
Genk,St. Gilloise,1,2,3.0,3.4,2.2,15,11,7,6,8,5,1,1,0
Barcelona,Getafe,3,0,1.22,6.5,12.0,16,3,7,2,3,2,1,0,2
Cremonese,Parma,0,0,2.55,3.2,2.88,3,15,1,3,3,3,0,0,1
Carrarese,Avellino,3,4,2.1,3.0,3.75,20,5,6,3,9,2,1,1,0
AZ Alkmaar,Feyenoord,3,3,2.3,3.5,3.0,9,19,5,3,4,11,1,1,1
PSV Eindhoven,Ajax,2,2,1.73,4.0,4.5,16,14,8,6,9,5,1,1,1
Heerenveen,Nijmegen,3,2,2.55,3.6,2.63,14,11,8,6,6,6,1,1,2
Club Brugge,St Truiden,2,0,1.42,5.25,5.25,20,7,9,3,5,0,0,0,2
Zwolle,Go Ahead Eagles,0,2,2.5,3.5,2.75,8,20,1,9,3,7,0,0,0
Fortuna Dusseldorf,Darmstadt,0,3,2.5,3.5,2.7,11,18,1,10,6,6,1,0,0
Holstein Kiel,Karlsruhe,3,0,1.95,3.6,3.6,11,13,4,4,4,5,1,0,2
Pescara,Empoli,4,0,3.3,3.2,2.2,18,8,10,4,6,5,1,0,2
Padova,Virtus Entella,2,1,2.35,3.1,3.1,10,11,5,3,5,8,1,1,2
Lazio,Roma,0,1,2.8,3.1,2.63,10,13,2,6,3,6,0,0,0
Casa Pia,Famalicao,1,1,3.4,3.0,2.25,10,11,3,2,5,3,0,1,1
Gil Vicente,Estoril,2,0,2.2,3.2,3.3,16,7,3,3,4,0,0,0,2
Tondela,Estrela,0,0,2.25,2.85,3.6,17,8,8,3,5,2,0,0,1
Dresden,Hannover,2,2,3.0,3.6,2.2,8,17,4,6,5,8,1,1,1
Mechelen,Cercle Brugge,0,0,2.45,3.6,2.55,13,16,2,5,7,7,0,0,1
Torino,Atalanta,0,3,3.25,3.4,2.2,11,9,5,5,1,0,1,0,0
Ein Frankfurt,Union Berlin,3,4,1.57,4.33,5.5,19,11,10,5,5,1,1,1,0
Le Havre,Lorient,1,1,2.25,3.5,3.1,13,8,2,4,6,2,0,1,1
Auxerre,Toulouse,1,0,2.75,3.2,2.7,6,13,1,3,3,4,0,0,2
Paris FC,Strasbourg,2,3,2.35,3.5,2.9,18,8,6,4,4,2,1,1,0
Arsenal,Man City,1,1,1.85,3.9,3.8,12,5,3,3,11,2,0,1,1
Sunderland,Aston Villa,1,1,3.4,3.5,2.1,14,12,4,2,6,5,0,1,1
Fiorentina,Como,1,2,2.6,3.2,2.8,8,19,1,7,2,6,1,1,0
Reading,Northampton,1,0,1.91,3.5,3.6,14,5,5,1,8,4,0,0,2
Bristol City,Southampton,3,1,2.4,3.3,2.75,13,14,4,7,2,3,1,1,2
Millwall,Stoke,2,0,2.3,3.2,2.95,15,10,7,3,3,2,0,0,2
Portsmouth,Coventry,1,2,4.0,3.6,1.79,15,19,5,7,6,5,1,1,0
Preston,Birmingham,0,1,2.82,3.05,2.45,17,9,6,2,9,3,0,0,0
Blackburn,Sheffield United,1,3,2.3,3.3,2.95,12,11,3,5,5,5,1,1,0
Derby,Norwich,1,0,2.5,3.05,2.82,8,17,3,3,5,13,0,0,2
Hull,Leicester,2,1,3.25,3.5,2.1,9,18,6,4,1,7,1,1,2
Ipswich,Charlton,0,3,1.56,3.7,5.75,31,15,5,8,16,3,1,0,0
Catanzaro,Pescara,3,3,1.66,3.4,5.5,19,8,8,4,7,4,1,1,1
Las Palmas,Albacete,2,1,1.71,3.5,4.75,10,10,3,3,5,3,1,1,2
Standard,Waregem,0,0,2.25,3.3,2.8,21,6,8,2,5,3,0,0,1
Rodez,Dunkerque,1,1,2.55,3.1,2.55,11,6,3,3,6,5,0,1,1
Laval,Troyes,0,1,3.3,3.0,2.05,12,15,3,5,3,7,0,0,0
Valencia,Levante,1,0,2.0,3.5,3.7,14,8,3,1,7,0,0,0,2
Mainz,Hoffenheim,1,1,2.6,3.6,2.7,17,19,3,5,7,4,0,1,1
Pau FC,Le Mans,1,2,2.5,3.0,2.55,12,4,2,2,7,2,1,1,0
Bochum,Dresden,1,2,1.95,3.75,3.6,23,10,4,4,13,8,1,1,0
Nice,Marseille,1,5,3.8,3.75,1.91,15,13,7,11,8,6,1,1,0
Hertha,Braunschweig,1,0,1.62,4.0,5.0,15,15,5,3,6,5,0,0,2
Preston,Blackburn,1,2,2.45,3.05,2.85,15,12,4,6,3,7,1,1,0
Annecy,Bastia,1,0,2.25,2.8,3.4,18,3,3,3,9,2,0,0,2
Boulogne,Grenoble,3,1,2.5,3.0,2.63,20,13,8,7,6,6,1,1,2
Heidenheim,Bayern Munich,0,4,13.0,9.5,1.14,8,23,1,11,0,6,1,0,0
Mainz,St Pauli,0,0,1.95,3.4,4.1,13,5,1,1,9,5,0,0,1
Celtic,Aberdeen,3,1,1.3,6.0,7.5,31,10,10,2,8,4,1,1,2
Hearts,Rangers,2,1,2.01,3.5,3.5,14,11,5,2,6,10,1,1,2
Nurnberg,Hannover,2,1,3.25,3.6,2.05,10,15,5,8,3,6,1,1,2
Preußen Münster,Elversberg,1,1,3.3,3.5,2.05,19,10,7,5,5,6,0,1,1
Mirandes,Cordoba,1,2,3.3,3.3,2.15,9,16,2,6,10,8,1,1,0
For Sittard,AZ Alkmaar,4,3,4.2,3.8,1.8,15,21,6,9,5,8,1,1,2
Volendam,Sparta Rotterdam,0,1,2.8,3.75,2.35,12,23,5,10,6,8,0,0,0
Braunschweig,Schalke 04,2,1,3.3,3.3,2.2,13,10,5,3,3,4,1,1,2
Malaga,Almeria,2,1,3.05,3.2,2.3,15,14,7,5,1,2,1,1,2
Fiorentina,Udinese,5,1,2.2,3.3,3.4,20,11,7,4,1,4,1,1,2
St Truiden,Mechelen,1,0,1.65,3.75,4.5,9,10,5,2,2,6,0,0,2
Elche,Vallecano,4,0,2.4,3.1,3.2,18,18,6,8,4,5,1,0,2
Betis,Getafe,4,0,1.7,3.5,5.5,19,15,8,3,7,5,1,0,2
Virtus Entella,Sudtirol,1,1,2.2,2.95,3.5,9,8,4,2,2,3,0,1,1
Mantova,Empoli,0,1,2.7,2.95,2.7,15,6,3,2,6,3,0,0,0
Club Brugge,Gent,2,1,1.42,4.33,6.25,22,6,3,2,10,2,1,1,2
Genoa,Atalanta,0,1,4.0,3.4,1.95,6,16,3,4,6,10,0,0,0
Fiorentina,Udinese,5,1,2.2,3.3,3.4,20,11,7,4,1,4,1,1,2
Sassuolo,Torino,0,1,2.3,3.2,3.3,7,10,1,5,2,3,0,0,0
Cagliari,Pisa,2,2,2.15,3.1,3.75,14,15,5,3,2,6,1,1,1
